Symbol,Date,VOL,Open,High,Low,Close,Volume
ES=F,2026-09-08 17:00:00,,7681,7681,7676.5,7676.75,0
ES=F,2026-09-08 17:01:00,,7677,7678.5,7676.75,7678.25,258
ES=F,2026-09-08 17:02:00,,7677.75,7679.5,7677.75,7679.25,182
ES=F,2026-09-08 17:03:00,,7679,7680.5,7678.5,7680.25,176
ES=F,2026-09-08 17:04:00,,7680.25,7680.5,7679,7680,84
ES=F,2026-09-08 17:05:00,,7679.75,7680,7679.5,7679.5,68
ES=F,2026-09-08 17:06:00,,7679.75,7680,7678.25,7679.75,123
ES=F,2026-09-08 17:07:00,,7680,7680,7679.5,7679.75,38
ES=F,2026-09-08 17:08:00,,7679.75,7679.75,7679,7679.5,38
ES=F,2026-09-08 17:09:00,,7679.5,7679.5,7679.25,7679.25,45
ES=F,2026-09-08 17:10:00,,7679.25,7679.5,7678.75,7679,40
ES=F,2026-09-08 17:11:00,,7679,7679.25,7679,7679.25,4
ES=F,2026-09-08 17:12:00,,7679.25,7679.25,7678.75,7678.75,33
ES=F,2026-09-08 17:13:00,,7678.75,7679,7678.75,7678.75,19
ES=F,2026-09-08 17:14:00,,7678.5,7679,7678.25,7678.5,49
ES=F,2026-09-08 17:15:00,,7678.25,7679,7678.25,7678.75,90
ES=F,2026-09-08 17:16:00,,7678.75,7679.5,7678.75,7679.25,68
ES=F,2026-09-08 17:17:00,,7679.25,7679.5,7679,7679.5,19
ES=F,2026-09-08 17:18:00,,7679.5,7679.75,7679.5,7679.5,38
ES=F,2026-09-08 17:19:00,,7679.5,7679.75,7679,7679.25,26
ES=F,2026-09-08 17:20:00,,7679.25,7679.5,7678.5,7678.75,42
ES=F,2026-09-08 17:21:00,,7679.25,7679.5,7679.25,7679.25,56
ES=F,2026-09-08 17:22:00,,7679.25,7679.25,7677.75,7677.75,119
ES=F,2026-09-08 17:23:00,,7677.75,7679.25,7677.75,7678.75,109
ES=F,2026-09-08 17:24:00,,7678.75,7679.25,7678.5,7678.75,31
ES=F,2026-09-08 17:25:00,,7679,7679.25,7679,7679.25,39
ES=F,2026-09-08 17:26:00,,7679.5,7680.25,7679.5,7679.75,101
ES=F,2026-09-08 17:27:00,,7679.75,7680,7679.5,7679.75,45
ES=F,2026-09-08 17:28:00,,7679.75,7680,7679.75,7680,18
ES=F,2026-09-08 17:29:00,,7680,7680,7679.5,7679.5,33
ES=F,2026-09-08 17:30:00,,7679.5,7679.75,7679.25,7679.5,65
ES=F,2026-09-08 17:31:00,,7679.5,7679.5,7678.75,7679,60
ES=F,2026-09-08 17:32:00,,7678.75,7679,7678.75,7678.75,18
ES=F,2026-09-08 17:33:00,,7678.75,7679.5,7678.25,7679.5,85
ES=F,2026-09-08 17:34:00,,7679.5,7679.5,7679,7679.5,51
ES=F,2026-09-08 17:35:00,,7679.75,7679.75,7679.5,7679.5,35
ES=F,2026-09-08 17:36:00,,7679.5,7679.5,7679.5,7679.5,1
ES=F,2026-09-08 17:37:00,,7679.5,7680,7679.5,7679.5,54
ES=F,2026-09-08 17:38:00,,7679.5,7679.75,7679.5,7679.5,28
ES=F,2026-09-08 17:39:00,,7679.5,7679.5,7679.25,7679.5,18
ES=F,2026-09-08 17:40:00,,7679.5,7680,7679.5,7680,25
ES=F,2026-09-08 17:41:00,,7680,7680,7679.75,7680,69
ES=F,2026-09-08 17:42:00,,7679.75,7680,7679.75,7679.75,50
ES=F,2026-09-08 17:43:00,,7679.75,7679.75,7679.25,7679.25,28
ES=F,2026-09-08 17:44:00,,7679.5,7679.5,7679.5,7679.5,36
ES=F,2026-09-08 17:45:00,,7679.25,7679.25,7679.25,7679.25,3
ES=F,2026-09-08 17:46:00,,7679.5,7680,7679.5,7679.5,54
ES=F,2026-09-08 17:47:00,,7679.5,7679.5,7679.5,7679.5,26
ES=F,2026-09-08 17:48:00,,7679.75,7680,7679.75,7680,17
ES=F,2026-09-08 17:49:00,,7680,7680.5,7680,7680.25,52
ES=F,2026-09-08 17:50:00,,7680.25,7680.5,7679.5,7680.25,93
ES=F,2026-09-08 17:51:00,,7680.25,7680.75,7680.25,7680.75,49
ES=F,2026-09-08 17:52:00,,7681,7681,7680.75,7680.75,93
ES=F,2026-09-08 17:53:00,,7680.75,7680.75,7680.5,7680.5,45
ES=F,2026-09-08 17:54:00,,7680.5,7680.5,7680.5,7680.5,23
ES=F,2026-09-08 17:55:00,,7680.75,7680.75,7680.5,7680.75,28
ES=F,2026-09-08 17:56:00,,7680.75,7681.75,7680.5,7681.5,201
ES=F,2026-09-08 17:57:00,,7681.5,7682.75,7681.5,7682.5,245
ES=F,2026-09-08 17:58:00,,7682.25,7682.75,7682.25,7682.75,64
ES=F,2026-09-08 17:59:00,,7682.5,7682.75,7682.25,7682.5,29
ES=F,2026-09-08 18:00:00,,7682.5,7682.75,7682.25,7682.25,76
ES=F,2026-09-08 18:01:00,,7682.25,7682.25,7681.75,7681.75,36
ES=F,2026-09-08 18:02:00,,7681.5,7682,7681.5,7681.5,50
ES=F,2026-09-08 18:03:00,,7681.5,7681.75,7681.25,7681.5,48
ES=F,2026-09-08 18:04:00,,7681.5,7681.5,7680.25,7681,112
ES=F,2026-09-08 18:05:00,,7681,7681.25,7681,7681,16
ES=F,2026-09-08 18:06:00,,7681,7681.25,7681,7681.25,28
ES=F,2026-09-08 18:07:00,,7681.25,7681.25,7681,7681,4
ES=F,2026-09-08 18:08:00,,7681,7681.25,7681,7681,23
ES=F,2026-09-08 18:09:00,,7681.25,7681.5,7681,7681,89
ES=F,2026-09-08 18:10:00,,7681,7681,7680.75,7681,7
ES=F,2026-09-08 18:11:00,,7680.75,7680.75,7680,7680.25,94
ES=F,2026-09-08 18:12:00,,7680.25,7680.75,7680.25,7680.75,21
ES=F,2026-09-08 18:13:00,,7680.5,7680.5,7680.5,7680.5,10
ES=F,2026-09-08 18:14:00,,7680.25,7680.5,7680.25,7680.25,21
ES=F,2026-09-08 18:15:00,,7680.25,7680.25,7679.75,7679.75,24
ES=F,2026-09-08 18:16:00,,7679.75,7680,7679.5,7680,66
ES=F,2026-09-08 18:18:00,,7679.5,7679.5,7678.5,7679,106
ES=F,2026-09-08 18:19:00,,7679,7679.25,7679,7679.25,23
ES=F,2026-09-08 18:20:00,,7679,7679.25,7679,7679,37
ES=F,2026-09-08 18:21:00,,7679,7679,7678.75,7678.75,19
ES=F,2026-09-08 18:22:00,,7678.75,7679,7678.75,7678.75,26
ES=F,2026-09-08 18:23:00,,7679,7679,7678.25,7678.75,73
ES=F,2026-09-08 18:24:00,,7679,7679.5,7679,7679,52
ES=F,2026-09-08 18:25:00,,7679.25,7679.25,7678.25,7678.25,231
ES=F,2026-09-08 18:26:00,,7678.25,7678.5,7677.75,7677.75,201
ES=F,2026-09-08 18:27:00,,7678,7678,7677.75,7677.75,134
ES=F,2026-09-08 18:28:00,,7678,7678,7678,7678,70
ES=F,2026-09-08 18:29:00,,7677.75,7678,7677.75,7678,67
ES=F,2026-09-08 18:30:00,,7678,7678.5,7677.75,7678,155
ES=F,2026-09-08 18:31:00,,7678,7678.25,7678,7678,115
ES=F,2026-09-08 18:32:00,,7677.75,7677.75,7677.5,7677.5,30
ES=F,2026-09-08 18:33:00,,7677.5,7677.75,7677,7677.5,63
ES=F,2026-09-08 18:34:00,,7677.25,7677.5,7677.25,7677.25,19
ES=F,2026-09-08 18:35:00,,7677.25,7677.25,7676.5,7676.5,104
ES=F,2026-09-08 18:36:00,,7676.75,7676.75,7676.5,7676.75,150
ES=F,2026-09-08 18:37:00,,7676.75,7677,7676.5,7676.5,64
ES=F,2026-09-08 18:38:00,,7676.25,7676.5,7675.5,7675.5,75
ES=F,2026-09-08 18:39:00,,7675.75,7676.5,7675.5,7676.25,100
ES=F,2026-09-08 18:40:00,,7676.25,7676.5,7675.5,7676.5,139
ES=F,2026-09-08 18:41:00,,7676.5,7677,7676.25,7676.75,101
ES=F,2026-09-08 18:42:00,,7676.75,7677,7676.75,7677,53
ES=F,2026-09-08 18:43:00,,7676.75,7677,7676.25,7676.5,94
ES=F,2026-09-08 18:44:00,,7676.5,7676.5,7676,7676,44
ES=F,2026-09-08 18:45:00,,7676,7676.75,7676,7676.25,154
ES=F,2026-09-08 18:46:00,,7676,7676,7675.25,7676,213
ES=F,2026-09-08 18:47:00,,7675.75,7676,7675.75,7676,32
ES=F,2026-09-08 18:48:00,,7676,7676.25,7674.5,7675,207
ES=F,2026-09-08 18:49:00,,7675,7675.25,7674.25,7675,119
ES=F,2026-09-08 18:50:00,,7675.25,7675.75,7675,7675,286
ES=F,2026-09-08 18:51:00,,7675,7675.25,7674.75,7674.75,101
ES=F,2026-09-08 18:52:00,,7674.75,7674.75,7673.5,7673.75,190
ES=F,2026-09-08 18:53:00,,7673.75,7674.5,7673.5,7674.25,152
ES=F,2026-09-08 18:54:00,,7674,7674,7673,7673,144
ES=F,2026-09-08 18:55:00,,7673.25,7674.75,7673.25,7674.25,398
ES=F,2026-09-08 18:56:00,,7674,7674.5,7673.5,7673.75,79
ES=F,2026-09-08 18:57:00,,7673.5,7673.5,7672.75,7673,124
ES=F,2026-09-08 18:58:00,,7673,7673.75,7673,7673.25,157
ES=F,2026-09-08 18:59:00,,7673.5,7674.75,7673.25,7674.5,141
ES=F,2026-09-08 19:00:00,,7674.75,7677.25,7674.5,7676.75,538
ES=F,2026-09-08 19:01:00,,7676.75,7678.25,7676.75,7678,454
ES=F,2026-09-08 19:02:00,,7678,7680,7678,7679.5,475
ES=F,2026-09-08 19:03:00,,7679.25,7682,7679.25,7681.75,516
ES=F,2026-09-08 19:04:00,,7681.5,7682,7680.75,7682,254
ES=F,2026-09-08 19:05:00,,7681.75,7683.25,7681.75,7683.25,363
ES=F,2026-09-08 19:06:00,,7683.25,7683.5,7682.75,7683.5,321
ES=F,2026-09-08 19:07:00,,7683.5,7684.25,7682.75,7683,272
ES=F,2026-09-08 19:08:00,,7683,7683.5,7682.5,7682.75,182
ES=F,2026-09-08 19:09:00,,7682.5,7682.5,7681,7681.25,245
ES=F,2026-09-08 19:10:00,,7681,7682,7680.25,7681.75,224
ES=F,2026-09-08 19:11:00,,7681.5,7683,7681.25,7682.75,203
ES=F,2026-09-08 19:12:00,,7682.75,7683,7682,7682.5,145
ES=F,2026-09-08 19:13:00,,7682.25,7682.5,7681.5,7682.5,139
ES=F,2026-09-08 19:14:00,,7682.5,7682.5,7681,7681,148
ES=F,2026-09-08 19:15:00,,7681,7681,7677.25,7677.75,624
ES=F,2026-09-08 19:16:00,,7677.5,7678.25,7676.75,7677.75,359
ES=F,2026-09-08 19:17:00,,7677.75,7677.75,7676.25,7677.25,328
ES=F,2026-09-08 19:18:00,,7677.5,7677.75,7677,7677.25,113
ES=F,2026-09-08 19:19:00,,7677,7678.75,7677,7678.25,151
ES=F,2026-09-08 19:20:00,,7678.25,7678.5,7677.75,7678.25,132
ES=F,2026-09-08 19:21:00,,7678.25,7679.25,7677.5,7679,222
ES=F,2026-09-08 19:22:00,,7679,7679.25,7677.75,7678.25,84
ES=F,2026-09-08 19:23:00,,7678.5,7679.5,7678.25,7678.5,70
ES=F,2026-09-08 19:24:00,,7678.25,7678.75,7678,7678.25,85
ES=F,2026-09-08 19:25:00,,7678.25,7678.25,7677.25,7677.25,93
ES=F,2026-09-08 19:26:00,,7677.75,7678.25,7676.25,7676.75,150
ES=F,2026-09-08 19:27:00,,7676.75,7677.5,7676.75,7677.5,75
ES=F,2026-09-08 19:28:00,,7677.5,7678.75,7677.5,7678,70
ES=F,2026-09-08 19:29:00,,7678,7678.25,7677.25,7678.25,94
ES=F,2026-09-08 19:30:00,,7678,7678.5,7677.5,7677.75,92
ES=F,2026-09-08 19:31:00,,7677.5,7677.5,7675.5,7675.5,247
ES=F,2026-09-08 19:32:00,,7675.5,7677.25,7675.25,7677.25,189
ES=F,2026-09-08 19:33:00,,7677,7678,7676.75,7677.75,87
ES=F,2026-09-08 19:34:00,,7677.75,7677.75,7676.5,7677.25,111
ES=F,2026-09-08 19:35:00,,7677.25,7677.75,7676.75,7676.75,70
ES=F,2026-09-08 19:36:00,,7677,7677,7675.75,7676,101
ES=F,2026-09-08 19:37:00,,7676,7677,7675.5,7675.75,76
ES=F,2026-09-08 19:38:00,,7676,7677,7676,7676.75,60
ES=F,2026-09-08 19:39:00,,7676.75,7679,7676.75,7678,154
ES=F,2026-09-08 19:40:00,,7678.25,7678.25,7676.5,7676.75,128
ES=F,2026-09-08 19:41:00,,7676.75,7677.5,7676.25,7677.5,53
ES=F,2026-09-08 19:42:00,,7677.75,7678.75,7677.25,7677.75,120
ES=F,2026-09-08 19:43:00,,7678,7679,7677.75,7679,49
ES=F,2026-09-08 19:44:00,,7678.75,7680,7678.75,7679.75,175
ES=F,2026-09-08 19:45:00,,7679.75,7680,7679.75,7680,64
ES=F,2026-09-08 19:46:00,,7679.75,7679.75,7679,7679.25,71
ES=F,2026-09-08 19:47:00,,7679.25,7679.5,7678.75,7679,49
ES=F,2026-09-08 19:48:00,,7679.25,7679.25,7678.5,7679,64
ES=F,2026-09-08 19:49:00,,7679,7679.5,7679,7679.5,44
ES=F,2026-09-08 19:50:00,,7679.75,7681.5,7679.75,7681.25,259
ES=F,2026-09-08 19:51:00,,7681,7681,7680.5,7681,82
ES=F,2026-09-08 19:52:00,,7681,7682.25,7680.75,7682.25,116
ES=F,2026-09-08 19:53:00,,7682,7682.25,7681.75,7682,177
ES=F,2026-09-08 19:54:00,,7682,7682.5,7681.75,7682.25,155
ES=F,2026-09-08 19:55:00,,7682,7682.5,7682,7682,118
ES=F,2026-09-08 19:56:00,,7682,7682,7681.25,7681.25,90
ES=F,2026-09-08 19:57:00,,7681.25,7681.75,7681,7681.25,81
ES=F,2026-09-08 19:58:00,,7681,7682,7681,7681.75,47
ES=F,2026-09-08 19:59:00,,7681.75,7682.25,7681.5,7682.25,124
ES=F,2026-09-08 20:00:00,,7682.25,7683.5,7681.75,7683.5,393
ES=F,2026-09-08 20:01:00,,7683.5,7683.75,7682,7682,467
ES=F,2026-09-08 20:02:00,,7682,7683,7681.5,7682.5,203
ES=F,2026-09-08 20:03:00,,7682.25,7683.25,7681.75,7682,223
ES=F,2026-09-08 20:04:00,,7682,7682.5,7681.5,7682,122
ES=F,2026-09-08 20:05:00,,7682,7682.25,7681.25,7681.25,109
ES=F,2026-09-08 20:06:00,,7681.5,7683.75,7681.5,7683.25,198
ES=F,2026-09-08 20:07:00,,7683.5,7683.75,7682.5,7683.5,123
ES=F,2026-09-08 20:08:00,,7683.25,7683.5,7683.25,7683.5,84
ES=F,2026-09-08 20:09:00,,7683.25,7683.75,7683.25,7683.75,98
ES=F,2026-09-08 20:10:00,,7683.5,7684.25,7683.5,7684.25,95
ES=F,2026-09-08 20:11:00,,7684,7684,7683.5,7683.75,65
ES=F,2026-09-08 20:12:00,,7683.5,7683.75,7683.25,7683.75,121
ES=F,2026-09-08 20:13:00,,7683.75,7683.75,7683.25,7683.75,82
ES=F,2026-09-08 20:14:00,,7683.75,7684,7683,7683.25,79
ES=F,2026-09-08 20:15:00,,7683.25,7683.5,7683,7683.25,97
ES=F,2026-09-08 20:16:00,,7683.25,7684,7683,7683.25,193
ES=F,2026-09-08 20:17:00,,7683.5,7683.5,7682.75,7683.25,97
ES=F,2026-09-08 20:18:00,,7683.5,7684.25,7683.25,7684.25,245
ES=F,2026-09-08 20:19:00,,7684.25,7684.75,7683.75,7684.75,169
ES=F,2026-09-08 20:20:00,,7684.5,7685.25,7684.25,7684.75,253
ES=F,2026-09-08 20:21:00,,7684.5,7684.75,7684.5,7684.75,99
ES=F,2026-09-08 20:22:00,,7684.5,7684.75,7684.5,7684.75,153
